TAP_Chains_Name	Bypassreg	SIZE	Fublets	MIFS	Instance	ChainName	PowerDomain	ControlPowerSupply
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO3	IDVCTL_LLC1	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO4	IDVCTL	SIZE = 144;	IDV_CHAIN					
			IDVCBO020.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
			IDVTAG010.addr	e8xmidvwdnhmif	ccf.cbopair0wrapper.cbopair0.tagtop_idv.idvtag010.e8xmidvwdnhmif_wrap.e8xmidvwdnhmif	ccf_chain_0	vss()	N/A
			IDVCBO010.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
TAP CBO4	IDVCTL_LLC0	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO4	IDVCTL_LLC1	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO5	IDVCTL	SIZE = 144;	IDV_CHAIN					
			IDVCBO020.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
			IDVTAG010.addr	e8xmidvwdnhmif	ccf.cbopair0wrapper.cbopair0.tagtop_idv.idvtag010.e8xmidvwdnhmif_wrap.e8xmidvwdnhmif	ccf_chain_0	vss()	N/A
			IDVCBO010.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
TAP CBO5	IDVCTL_LLC0	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO5	IDVCTL_LLC1	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO6	IDVCTL	SIZE = 144;	IDV_CHAIN					
			IDVCBO020.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
			IDVTAG010.addr	e8xmidvwdnhmif	ccf.cbopair0wrapper.cbopair0.tagtop_idv.idvtag010.e8xmidvwdnhmif_wrap.e8xmidvwdnhmif	ccf_chain_0	vss()	N/A
			IDVCBO010.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
TAP CBO6	IDVCTL_LLC0	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO6	IDVCTL_LLC1	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO7	IDVCTL	SIZE = 144;	IDV_CHAIN					
			IDVCBO020.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
			IDVTAG010.addr	e8xmidvwdnhmif	ccf.cbopair0wrapper.cbopair0.tagtop_idv.idvtag010.e8xmidvwdnhmif_wrap.e8xmidvwdnhmif	ccf_chain_0	vss()	N/A
			IDVCBO010.addr	e8xmidvtdnhmif	ccf.cbopair0wrapper.cbopair0.cbotop.cbo_idv.idvcbo010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_0	vss()	N/A
TAP CBO7	IDVCTL_LLC0	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CBO7	IDVCTL_LLC1	SIZE = 85;	IDV_CHAIN					
			IDVLLC025.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc025.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC020.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
			IDVLLC010.addr	e8xmidvtdnhmif	ccf.llcdatap0h0wrapper.llcdatap0h0.llc_idv1.idvllc010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_1	vss()	N/A
TAP CORE0_CORE	CORE_IDVCTL	SIZE = 4691;	IDV_CHAIN_Missing 1 Fublets, 15					
			IDVCORE140.addr	e8xmidvwdnhmif	core_idv/idvcore140	CORE	VCCCORE	IDVCORE140
			IDVCORE130.addr	e8xmidvwdnhmif	core_idv/idvcore130	CORE	VCCCORE	IDVCORE130
			IDVCORE120.addr	e8xmidvtdnhmif	core_idv/idvcore120	CORE	VCCCORE	IDVCORE120
			IDVCORE110.addr	e8xmidvtdnhmif	core_idv/idvcore110	CORE	VCCCORE	IDVCORE110
			IDVCORE100.addr	e8xmidvtdnhmif	core_idv/idvcore100	CORE	VCCCORE	IDVCORE100
			IDVCORE090.addr	e8xmidvtdnhmif	core_idv/idvcore090	CORE	VCCCORE	IDVCORE090
			IDVCORE060.addr	e8xmidvwdnhmif	core_idv/idvcore060	CORE	VCCCORE	IDVCORE060
			IDVCORE050.addr	e8xmidvtdnhmif	core_idv/idvcore050	CORE	VCCCORE	IDVCORE050
			IDVCORE040.addr	e8xmidvtdnhmif	core_idv/idvcore040	CORE	VCCCORE	IDVCORE040
			IDVCORE030.addr	e8xmidvtdnhmif	core_idv/idvcore030	CORE	VCCCORE	IDVCORE030
			IDVCORE020.addr	e8xmidvwdnhmif	core_idv/idvcore020	CORE	VCCCORE	IDVCORE020
			IDVCORE010.addr	e8xmidvtdnhmif	core_idv/idvcore010	CORE	VCCCORE	IDVCORE010
TAP CORE0_COREPMA	COREPMA_IDVCTL	SIZE = 77;	IDV_CHAIN					
			IDVT01PLLDIG_2.addr0	PLL				
			IDVT01PLLDIG_2.addr1	PLL				
			IDVT01PLLDIG_1.addr0	PLL				
			IDVT01PLLDIG_1.addr1	PLL				
			IDVPMA010.addr	e8xmidvwdnhmif	meu/mlc/pm/mlbtrs/pma_idv/idvpma010	PMA	VCCSA	IDVPMA010
TAP CORE1_CORE	CORE_IDVCTL	SIZE = 4691;	IDV_CHAIN_Missing 1 Fublets, 15					
			IDVCORE140.addr	e8xmidvwdnhmif	core_idv/idvcore140	CORE	VCCCORE	IDVCORE140
			IDVCORE130.addr	e8xmidvwdnhmif	core_idv/idvcore130	CORE	VCCCORE	IDVCORE130
			IDVCORE120.addr	e8xmidvtdnhmif	core_idv/idvcore120	CORE	VCCCORE	IDVCORE120
			IDVCORE110.addr	e8xmidvtdnhmif	core_idv/idvcore110	CORE	VCCCORE	IDVCORE110
			IDVCORE100.addr	e8xmidvtdnhmif	core_idv/idvcore100	CORE	VCCCORE	IDVCORE100
			IDVCORE090.addr	e8xmidvtdnhmif	core_idv/idvcore090	CORE	VCCCORE	IDVCORE090
			IDVCORE060.addr	e8xmidvwdnhmif	core_idv/idvcore060	CORE	VCCCORE	IDVCORE060
			IDVCORE050.addr	e8xmidvtdnhmif	core_idv/idvcore050	CORE	VCCCORE	IDVCORE050
			IDVCORE040.addr	e8xmidvtdnhmif	core_idv/idvcore040	CORE	VCCCORE	IDVCORE040
			IDVCORE030.addr	e8xmidvtdnhmif	core_idv/idvcore030	CORE	VCCCORE	IDVCORE030
			IDVCORE020.addr	e8xmidvwdnhmif	core_idv/idvcore020	CORE	VCCCORE	IDVCORE020
			IDVCORE010.addr	e8xmidvtdnhmif	core_idv/idvcore010	CORE	VCCCORE	IDVCORE010
TAP CORE1_COREPMA	COREPMA_IDVCTL	SIZE = 77;	IDV_CHAIN					
			IDVT01PLLDIG_2.addr0	PLL				
			IDVT01PLLDIG_2.addr1	PLL				
			IDVT01PLLDIG_1.addr0	PLL				
			IDVT01PLLDIG_1.addr1	PLL				
			IDVPMA010.addr	e8xmidvwdnhmif	meu/mlc/pm/mlbtrs/pma_idv/idvpma010	PMA	VCCSA	IDVPMA010
TAP CORE2_CORE	CORE_IDVCTL	SIZE = 4691;	IDV_CHAIN_Missing 1 Fublets, 15					
			IDVCORE140.addr	e8xmidvwdnhmif	core_idv/idvcore140	CORE	VCCCORE	IDVCORE140
			IDVCORE130.addr	e8xmidvwdnhmif	core_idv/idvcore130	CORE	VCCCORE	IDVCORE130
			IDVCORE120.addr	e8xmidvtdnhmif	core_idv/idvcore120	CORE	VCCCORE	IDVCORE120
			IDVCORE110.addr	e8xmidvtdnhmif	core_idv/idvcore110	CORE	VCCCORE	IDVCORE110
			IDVCORE100.addr	e8xmidvtdnhmif	core_idv/idvcore100	CORE	VCCCORE	IDVCORE100
			IDVCORE090.addr	e8xmidvtdnhmif	core_idv/idvcore090	CORE	VCCCORE	IDVCORE090
			IDVCORE060.addr	e8xmidvwdnhmif	core_idv/idvcore060	CORE	VCCCORE	IDVCORE060
			IDVCORE050.addr	e8xmidvtdnhmif	core_idv/idvcore050	CORE	VCCCORE	IDVCORE050
			IDVCORE040.addr	e8xmidvtdnhmif	core_idv/idvcore040	CORE	VCCCORE	IDVCORE040
			IDVCORE030.addr	e8xmidvtdnhmif	core_idv/idvcore030	CORE	VCCCORE	IDVCORE030
			IDVCORE020.addr	e8xmidvwdnhmif	core_idv/idvcore020	CORE	VCCCORE	IDVCORE020
			IDVCORE010.addr	e8xmidvtdnhmif	core_idv/idvcore010	CORE	VCCCORE	IDVCORE010
TAP CORE2_COREPMA	COREPMA_IDVCTL	SIZE = 77;	IDV_CHAIN					
			IDVT01PLLDIG_2.addr0	PLL				
			IDVT01PLLDIG_2.addr1	PLL				
			IDVT01PLLDIG_1.addr0	PLL				
			IDVT01PLLDIG_1.addr1	PLL				
			IDVPMA010.addr	e8xmidvwdnhmif	meu/mlc/pm/mlbtrs/pma_idv/idvpma010	PMA	VCCSA	IDVPMA010
TAP CORE3_CORE	CORE_IDVCTL	SIZE = 4691;	IDV_CHAIN_Missing 1 Fublets, 15					
			IDVCORE140.addr	e8xmidvwdnhmif	core_idv/idvcore140	CORE	VCCCORE	IDVCORE140
			IDVCORE130.addr	e8xmidvwdnhmif	core_idv/idvcore130	CORE	VCCCORE	IDVCORE130
			IDVCORE120.addr	e8xmidvtdnhmif	core_idv/idvcore120	CORE	VCCCORE	IDVCORE120
			IDVCORE110.addr	e8xmidvtdnhmif	core_idv/idvcore110	CORE	VCCCORE	IDVCORE110
			IDVCORE100.addr	e8xmidvtdnhmif	core_idv/idvcore100	CORE	VCCCORE	IDVCORE100
			IDVCORE090.addr	e8xmidvtdnhmif	core_idv/idvcore090	CORE	VCCCORE	IDVCORE090
			IDVCORE060.addr	e8xmidvwdnhmif	core_idv/idvcore060	CORE	VCCCORE	IDVCORE060
			IDVCORE050.addr	e8xmidvtdnhmif	core_idv/idvcore050	CORE	VCCCORE	IDVCORE050
			IDVCORE040.addr	e8xmidvtdnhmif	core_idv/idvcore040	CORE	VCCCORE	IDVCORE040
			IDVCORE030.addr	e8xmidvtdnhmif	core_idv/idvcore030	CORE	VCCCORE	IDVCORE030
			IDVCORE020.addr	e8xmidvwdnhmif	core_idv/idvcore020	CORE	VCCCORE	IDVCORE020
			IDVCORE010.addr	e8xmidvtdnhmif	core_idv/idvcore010	CORE	VCCCORE	IDVCORE010
TAP CORE3_COREPMA	COREPMA_IDVCTL	SIZE = 77;	IDV_CHAIN					
			IDVT01PLLDIG_2.addr0	PLL				
			IDVT01PLLDIG_2.addr1	PLL				
			IDVT01PLLDIG_1.addr0	PLL				
			IDVT01PLLDIG_1.addr1	PLL				
			IDVPMA010.addr	e8xmidvwdnhmif	meu/mlc/pm/mlbtrs/pma_idv/idvpma010	PMA	VCCSA	IDVPMA010
TAP DDRPHY_SAG_TAP	IOVCTL1	SIZE = 520;	IDV_CHAIN					
			IDVDDR530.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr530	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR510.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr510	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR490.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr490	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR470.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr470	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR450.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr450	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR430.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr430	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR410.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr410	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR390.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr390	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR370.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr370	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR350.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr350	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR330.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr330	ddrphy_chain_1	vcciogddr	vcciogddr
			IDVDDR310.ADDR	e8xmidvtdnhmif	ddrphy.ddriov.ddriov_vcciog.idvddr310	ddrphy_chain_1	vcciogddr	vcciogddr
TAP DDRPHY_SAG_TAP	IOVCTL2	SIZE = 41;	IDV_CHAIN					
			IDVDDR110.ADDR	e8xmidvwdnhmif	ddrphy.mcmiscstop.mcmiscs_sag_iov.idvddr110	ddrphy_chain_0	vccsagddr	vccsagddr
TAP GBO	IDVCTL_GBO	SIZE = 4270;	IDV_CHAIN					
			IDVGBO010.addr	e8xmidvwdnhmif	ccf.gipwrapper.gip.gbo.gbo_idv.idvgbo010.e8xmidvwdnhmif_wrap.e8xmidvwdnhmif	ccf_chain_14	vss()	N/A
TAP IPU_BUTTRESS_IOV_TAP	IOVCTL	SIZE = 39;	IDV_CHAIN					
			IPU_PAR_BUTTRESS_IDV02_ADDR	e8xmidvwdnhmif	ipu_top.par_buttress.buttress_cdu.iov_wrapper	BTRS	BTRS	IPU_PAR_BUTTRESS_IDV02_ADDR
TAP IPU_DMA_IOV_TAP	IOVCTL	SIZE = 39;	IDV_CHAIN					
			IPU_PAR_DMA_IDV02_ADDR	e8xmidvwdnhmif	ipu_top.par_dma.dma_cdu.iov_wrapper	PS	PS	IPU_PAR_DMA_IDV02_ADDR
TAP IPU_IDSP0_IOV_TAP	IOVCTL	SIZE = 44;	IDV_CHAIN					
			IPU_PAR_IDSP_0_IDV04_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_0_IDV04_ADDR
			IPU_PAR_IDSP_0_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_0_IDV01_ADDR
TAP IPU_IDSP1_IOV_TAP	IOVCTL	SIZE = 44;	IDV_CHAIN					
			IPU_PAR_IDSP_1_IDV04_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_1_IDV04_ADDR
			IPU_PAR_IDSP_1_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_1_IDV01_ADDR
TAP IPU_IDSP2_IOV_TAP	IOVCTL	SIZE = 44;	IDV_CHAIN					
			IPU_PAR_IDSP_2_IDV04_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_2_IDV04_ADDR
			IPU_PAR_IDSP_2_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_2_IDV01_ADDR
TAP IPU_IDSP3_IOV_TAP	IOVCTL	SIZE = 44;	IDV_CHAIN					
			IPU_PAR_IDSP_3_IDV04_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_3_IDV04_ADDR
			IPU_PAR_IDSP_3_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_idsp_tile_{0-3}.idsp_cdu.iov_wrapper	PS	PS	IPU_PAR_IDSP_3_IDV01_ADDR
TAP IPU_INPUT_SLICE_IS_IOV_TAP	IOVCTL	SIZE = 39;	IDV_CHAIN					
			IPU_PAR_INPUT_SLICE_IS_IDV02_ADDR	e8xmidvwdnhmif	ipu_top.par_input_slice_is.input_slice_is_cdu.iov_wrapper	IS	IS	IPU_PAR_INPUT_SLICE_IS_IDV02_ADDR
TAP IPU_INPUT_SLICE_PS_IOV_TAP	IOVCTL	SIZE = 39;	IDV_CHAIN					
			IPU_PAR_INPUT_SLICE_PS_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_input_slice_ps.input_slice_ps_cdu.iov_wrapper	PS	PS	IPU_PAR_INPUT_SLICE_PS_IDV01_ADDR
TAP IPU_IO_IOV_TAP	IOVCTL	SIZE = 57;	IDV_CHAIN					
			IPU_PAR_IO_IDV06_ADDR	e8xmidvtdnhmif	ipu_top.par_io.io_cdu_ungt.iov_wrapper	IS	IS	IPU_PAR_IO_IDV06_ADDR
			IPU_PAR_IO_IDV05_ADDR	e8xmidvtdnhmif	ipu_top.par_io.io_cdu_ungt.iov_wrapper	IS	IS	IPU_PAR_IO_IDV05_ADDR
			IPU_PAR_IO_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_io.io_cdu_ungt.iov_wrapper	IS	IS	IPU_PAR_IO_IDV01_ADDR
TAP IPU_OFS_GDC_IOV_TAP	IOVCTL	SIZE = 39;	IDV_CHAIN					
			IPU_PAR_OFS_GDC_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_ofs_gdc.ofs_gdc_cdu.iov_wrapper	PS	PS	IPU_PAR_OFS_GDC_IDV01_ADDR
TAP IPU_PSA_IOV_TAP	IOVCTL	SIZE = 39;	IDV_CHAIN					
			IPU_PAR_PSA_IDV01_ADDR	e8xmidvwdnhmif	ipu_top.par_psa.psa_cdu.iov_wrapper	PS	PS	IPU_PAR_PSA_IDV01_ADDR
TAP IPU_UNIS_IOV_TAP	IOVCTL	SIZE = 39;	IDV_CHAIN					
			IPU_PAR_UNIS_IDV02_ADDR	e8xmidvwdnhmif	ipu_top.par_unis.unis_cdu_ungt.iov_wrapper	IS	IS	IPU_PAR_UNIS_IDV02_ADDR
TAP IPU_UNPS_IOV_TAP	IOVCTL	SIZE = 2224;	IDV_CHAIN					
			IPU_PAR_UNPS_IDV10_ADDR	e8xmidvwdnhmif	ipu_top.par_unps.unps_cdu.iov_wrapper	PS	PS	IPU_PAR_UNPS_IDV10_ADDR
			IPU_PAR_UNPS_IDV03_ADDR	e8xmidvwdnhmif	ipu_top.par_unps.unps_cdu.iov_wrapper	PS	PS	IPU_PAR_UNPS_IDV03_ADDR
TAP LGCIO_MISC_TAP	IOVCTL	SIZE = 38;	IDV_CHAIN					
			IDVDIGLGCIOMISC05.ADDR	e8xmidvwdnhmif	par_lgcio_misc.lgcio_misc.lgciomisc_iov.lgciomisc_vdmidv_vccstg.idvdiglgciomisc05	par_lgcio_misc_chain_0	vccstg	vccstg
			IDVDIGLGCIOMISC01.ADDR	e8xmidvwdnhmif	par_lgcio_misc.lgcio_misc.lgciomisc_iov.lgciomisc_vdmidv_vccstg.idvdiglgciomisc01	par_lgcio_misc_chain_0	vccstg	vccstg
TAP LGCIO_PCH_DFX_TAP	IOVCTL	SIZE = 7;	IDV_CHAIN					
			IDVDIGLGCIOPCH01.ADDR	e8xmidvwdnhmif	par_lgcio_pch.lgcio_pch.lgciopch_iov.idvdiglgciopch01	par_lgcio_pch_chain_0	vccst	vccst
TAP MEE0_CDU_MEE_TAP	IOVCTL	SIZE = 42;	IDV_CHAIN					
			IDVDIGMEE11.ADDR	e8xmidvtdnhmif	par_mee.iov_mee.idvdigmee11_wrap.idvdigmee11	par_mee_chain_0	vccsagmemmee	vccsagmemmee
TAP MEE1_CDU_MEE_TAP	IOVCTL	SIZE = 42;	IDV_CHAIN					
			IDVDIGMEE11.ADDR	e8xmidvtdnhmif	par_mee.iov_mee.idvdigmee11_wrap.idvdigmee11	par_mee_chain_0	vccsagmemmee	vccsagmemmee
TAP SBO	IDVCTL_SBO	SIZE = 1503;	IDV_CHAIN					
			IDVSBO010.addr	e8xmidvtdnhmif	ccf.sboidpwrapper.sboidp.sbo.sbo_idv.idvsbo010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_15	vss()	N/A
			IDVIDP020.addr	e8xmidvtdnhmif	ccf.sboidpwrapper.sboidp.idp.idp_idv.idvidp020.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_15	vss()	N/A
			IDVIDP010.addr	e8xmidvtdnhmif	ccf.sboidpwrapper.sboidp.idp.idp_idv.idvidp010.e8xmidvtdnhmif_wrap.e8xmidvtdnhmif	ccf_chain_15	vss()	N/A
TAP TCSS_CDU_APOLLO0_TAP	IOVCTL	SIZE = 130;	IDV_CHAIN					
			IDVAPOLLO0030.ADDR	e8xmidvtdhvmif	par_apollo.iov_apollo0.idvapollo0030_wrap.idvapollo0030	par_apollo_chain_3	vcctpc	vcctpc
			MG0_IDV_LANE1.ADDR	e8xmidvwdnhmif	IDV	IDV	MG0_IDV_LANE1.ADDR	
			MG0_PLL2IDV_COM0.ADDR	IDV_1PLL	IDV_1PLL	IDV_1PLL	MG0_PLL2IDV_COM0.ADDR	
